Alias,Mailbox,Type,Whitelisted IP Address,Inbox,Outbox,URL,Cleo Server,Customer
TechnicolorUSA-FTP Push,TechnicolorUSA,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,Cary Prod1,Transcore
Test to CLEOATLP!,myMailbox,AS2 Customers,['N/A'],%com1%\dispatch\Marktest\Inbound\,%com1%\dispatch\Marktest\Outbound\,cleodx1.mercurygate.net,Cary Prod1,
Test with Cary QA CLEO,MGCOMTEST,AS2 Customers,['N/A'],\\miacom1\Dispatch\EmirTest\Test\AS2\Inbound\,\\miacom1\Dispatch\EmirTest\Test\AS2\Outbound\,mgcomtest.mercurygate.net,MIA QA,
testqa,myMailbox,AS2 Customers,['N/A'],\\miacom1\dispatch\Marktest\Test\Inbound\,\\miacom1\dispatch\Marktest\Test\Outbound\,mgcomtest.mercurygate.net,MIA QA,
TheContainerStore - Expeditors,The Container Store Expeditors,FTP Pull/Push,['N/A'],%atlfs1%\customerdata\TheContainerStore\Queue\,%atlfs1%\dispatch\TheContainerStore-Expeditors\Prod\Outbound\,data.b2bp.expeditors.com,ATL Prod,The Container Store
TheContainerStore-DJSInt SFTP,sftp_user,SFTP Pull/Push,['N/A'],%atlfs1%\customerdata\TheContainerStore\Queue\,%atlfs1%\Dispatch\TheContainerStore-DJSIntl\Prod\Outbound\,ftp.djsintl.com,ATL Prod,The Container Store
TheContainerStore-DJSInt SFTP,mg_invoices,SFTP Pull/Push,['N/A'],%atlfs1%\customerdata\TheContainerStore\Queue\,%atlfs1%\Dispatch\TheContainerStore-DJSIntl\Prod\Outbound\,ftp.djsintl.com,ATL Prod,The Container Store
TheContainerStore-DJSInt SFTP,mg_booking,SFTP Pull/Push,['N/A'],%atlfs1%\customerdata\TheContainerStore\Queue\,%atlfs1%\Dispatch\TheContainerStore-DJSIntl\Prod\Outbound\,ftp.djsintl.com,ATL Prod,The Container Store
TheContainerStore,The Container Store,SFTP Pull/Push,['N/A'],%atlfs1%\Dispatch\TheContainerStore\Prod\Inbound\,%atlfs1%\Dispatch\TheContainerStore\Prod\Outbound\,63.145.111.96,ATL Prod,The Container Store
TI-CHTLLogistics-FTP Push,TI-CHTLLogistics,FTP Pull/Push\Transcore,['N/A'],F:\,%com1%\dispatch\TranscoreTLRateIdx\Prod\Outbound\TI-CHTLLogistics\,ftp.dat.com,ATL Prod,Transcore
TimeLogicistics-AAP,Time Logisitcs AAP,SFTP Pull/Push,['N/A'],inbox\,%atlfs1%\Dispatch\TimeLogistics-AAP\Prod\Outbound\,bpx-t.advanceautoparts.com,ATL Prod,Time Logistics
TimeLogistics-AAPwai,Time Logisitcs AAPwai,FTP Pull/Push,['N/A'],%atlfs1%\Dispatch\TimeLogistics-AAP\210\Inbound\,%atlfs1%\Dispatch\TimeLogistics-AAP\210\Outbound\,ftp.waionline.com,ATL Prod,Time Logistics
TimeLogistics-FTP Push,TimeLogistics,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
TNS - Descartes,TNS - Descartes Push,FTP Pull/Push\TowneNetworkSolutions,['N/A'],inbox\,%com1%\Dispatch\TNS-TowneNetworkSolutions\Test\Outbound\Activity\,wwwtest1.myvan.descartes.com,Cary QA,
TNS - KHNN,TownNetworkSolutions - KHNN Push,FTP Pull/Push\TowneNetworkSolutions,['N/A'],inbox\,%com1%\Dispatch\KHNN-KuehneNagel\Prod\Outbound\,ftp.kuehne-nagel.com,Cary Prod1,
TNS - ob10 Invoicing,TNS - ob10 Invoicing Push,FTP Pull/Push\TowneNetworkSolutions,['N/A'],inbox\,%com1%\Dispatch\OB10e-Invoicing\Prod\Outbound\,filexfer.ob10.com,Cary Prod1,
TNS - PolarAir - Descartes,TNS - PolarAir - Descartes Push,FTP Pull/Push\TowneNetworkSolutions,['N/A'],inbox\,%com1%\Dispatch\PolarAir\Test\Outbound\,ftptest.myvan.descartes.com,Cary QA,
TNT Express France Inbound,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\TNTE-TNTExpressFrance\Prod\Inbound\tomap\,%com1%\Dispatch\TNTE-TNTExpressFrance\Prod\Outbound\,ftp.ext.tnt.fr,Cary Prod1,
TNT Express France Outbound,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\TNTE-TNTExpressFrance\Prod\Inbound\,%com1%\Dispatch\TNTE-TNTExpressFrance\Prod\Outbound\,ftp.ext.tnt.fr,Cary Prod1,
TODL,myMailbox,FTP Pull/Push,['N/A'],%com1%\dispatch\TODL-TotalTransportationServices\Prod\Inbound\,%com1%\dispatch\TODL-TotalTransportationServices\Prod\Outbound\,ftp.tts-us.com,Cary Prod1,
toro ftps test,myMailbox,SFTP Pull/Push,['N/A'],\\miacom1\dispatch\EmirTest\Test\Inbound\,\\miacom1\dispatch\EmirTest\Test\Outbound\,mgcomtest.mercurygate.net,MIA QA,Toro
TransAmericanLogistics (TALog),TransAmerican Log,FTP Pull/Push,['N/A'],%atlfs1%\customerdata\TransAmericanLogistics\Queue\,%atlfs1%\Dispatch\TransAmericanLogistics\Prod\Outbound\,38.97.93.72,ATL Prod,Trans American Logistics
Transcore ftp.dat.com Push,RockFarm,FTP Pull/Push\Transcore,['N/A'],inbox\,outbox\,ftp.dat.com,Cary Prod1,Transcore
Transcore ftp.dat.com Push,Ship Transportal,FTP Pull/Push\Transcore,['N/A'],inbox\,outbox\,ftp.dat.com,Cary Prod1,Transcore
Transcore na-ftp.dat.com Push,Pacer,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,na-ftp.dat.com,Cary Prod1,Transcore
Transcore na-ftp.dat.com Push,ReTrans,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,na-ftp.dat.com,Cary Prod1,Transcore
Transcore na-ftp.dat.com Push,Ryder,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,na-ftp.dat.com,Cary Prod1,Transcore
Transflo-BlueRibbon-CustINV,myMailbox,FTP Pull/Push\Transflo,['N/A'],%com1%\Dispatch\BlueRibbonTransport-Transflo-Cust\Prod\Inbound\,%com1%\Dispatch\BlueRibbonTransport-Transflo-Cust\Prod\Outbound\,ftp.transflodms.com,Cary Prod1,Blue Ribbon Transport
Transflo-BlueRibbon,myMailbox,FTP Pull/Push\Transflo,['N/A'],%com1%\Dispatch\BlueRibbonTransport-Transflo\Prod\Inbound\,%com1%\Dispatch\BlueRibbonTransport-Transflo\Prod\Outbound\,ftp.transflodms.com,Cary Prod1,Blue Ribbon Transport
Transflo-IDS,IDS Transflo Pull/ Push,FTP Pull/Push\Transflo,['N/A'],%com1%\customerdata\Logisco\Queue\,%com1%\dispatch\IDS-Transflo\Prod\Outbound\,ftp.transflodms.com,Cary Prod1,Transway Solutions (Cowan Systems)
Transflo-Langham,Langham Transflo Pull/ Push,FTP Pull/Push\Transflo,['N/A'],%com1%\customerdata\Langham\Queue\,%com1%\dispatch\Langham-Transflo\Prod\Outbound\,ftp.transflodms.com,Cary Prod1,Langham
Transflo-Rockfarm,Transflo Rockfarm,FTP Pull/Push\Transflo,['N/A'],%atlfs1%\customerdata\Rockfarm-Imaging\Queue\,%atlfs1%\Dispatch\Rockfarm-Imaging\Prod\Outbound\,ftp.transflodms.com,ATL Prod,Rockfarm
Transplace for Schneider,Receive,FTP Pull/Push\Schneider,['N/A'],inbox\,outbox\,partnertest.transplace.com,MIA QA,Transplace
Transplace Push,Transplace Push,FTP Pull/Push,['N/A'],%atlfs1%\dispatch\Transplace\Prod\Inbound\,%atlfs1%\dispatch\Transplace\Prod\Outbound\TransportReport\,customer.transplace.com,ATL Prod,Transplace
Transplace-Alfmark,myMailbox,AS2 Customers\Transplace,['N/A'],%cryfs1%\CustomerData\Transplace-Alfmark\Queue\,%cryfs1%\Dispatch\Transplace-Alfmark\Prod\Outbound\,tn.logistics.com,Cary Prod1,Transplace
Transplace-Apex Tools (Syncada),myMailbox,AS2 Customers\Transplace,['N/A'],%cryfs1%\CustomerData\Transplace-ApexTool\Queue\,%cryfs1%\Dispatch\Transplace-ApexTool\Prod\Outbound\,dataexchange.syncada.com,Cary Prod1,Transplace
Transplace-CostPlus,myMailbox,FTP Pull/Push\Transplace,['N/A'],%cryfs1%\customerdata\Transplace-CostPlus\QA\Queue\,%cryfs1%\dispatch\Transplace-CostPlus\Test\Outbound\,edi.bermanblake.com,Cary QA,Transplace
Transplace-Hardin-Sysco,myMailbox,AS2 Customers\Transplace,['N/A'],%cryfs1%\CustomerData\Transplace-Hardin-Sysco\QA\Queue\,%cryfs1%\Dispatch\Transplace-Hardin-Sysco\Test\Outbound\,tntest.logistics.com,Cary QA,Transplace
Transplace-Heinz,myMailbox,FTP Pull/Push\Transplace,['N/A'],%cryfs1%\customerdata\Transplace-Heinz\QA\Queue\,%cryfs1%\Dispatch\Transplace-Heinz\Test\Outbound\,testtransfer.sterlingtms.net,Cary QA,Transplace
Transplace-Korger-NonProduce,One Network Del Monte,AS2 Customers\Transplace,['N/A'],%cryfs1%\CustomerData\Transplace-Kroger-NonProduce\Queue\,%cryfs1%\Dispatch\Transplace-Kroger-NonProduce\Prod\Outbound\,integ-s1.onenetwork.com,Cary Prod1,Transplace
Transplace-Kroger-NonProduce,One Network Del Monte,AS2 Customers\Transplace,['N/A'],%cryfs1%\CustomerData\Transplace-Kroger-NonProduce\QA\Queue\,%cryfs1%\Dispatch\Transplace-Kroger-NonProduce\Test\Outbound\,integ-s2.onenetwork.com,Cary QA,Transplace
Transplace-Kroger,myMailbox,FTP Pull/Push\Transplace,['N/A'],%cryfs1%\CustomerData\Transplace-Kroger\QA\Queue\,%cryfs1%\dispatch\Transplace-Kroger\Test\Outbound\,FTP.CASSINFO.COM,Cary QA,Transplace
Transplace-LeanLogistics,LEANLOGISTICS,AS2 Customers\Transplace,['N/A'],%cryfs1%\Dispatch\Transplace-LeanLogistics\Prod\Inbound\,%cryfs1%\Dispatch\Transplace-LeanLogistics\Prod\Outbound\,b2bas2.leanlogistics.com,Cary Prod1,Transplace
Transplace-PilgrimsPride,PilgrimsTest,AS2 Customers\Transplace,['N/A'],%cryfs1%\CustomerData\Transplace-PilgrimsPride\QA\Queue\,%cryfs1%\Dispatch\Transplace-PilgrimsPride\Test\Outbound\,sbtestas2.pilgrimspride.com,Cary QA,Transplace
Transplace-Sterling,myMailbox,AS2 Customers\Transplace,['N/A'],%cryfs1%\dispatch\Transplace-Sterling\Test\Inbound\,%cryfs1%\dispatch\Transplace-Sterling\Test\Outbound\,www.gts.globalec.com,Cary QA,Transplace
Transplace-Transflo,myMailbox,FTP Pull/Push\Transplace,['N/A'],%cryfs1%\customerdata\Transplace-Transflo\QA\Queue\,%cryfs1%\Dispatch\Transplace-Transflo\Test\Outbound\,ftp.transflodms.com,Cary QA,Transplace
Transplace,myMailbox,AS2 Customers\Transplace,['N/A'],%cryfs1%\Dispatch\Transplace\Prod\Inbound\,%cryfs1%\Dispatch\Transplace\Prod\Outbound\,as2.transplace.com,Cary Prod1,Transplace
TransportationInsight - CHTL,AppInput Push,FTP Pull/Push,['N/A'],%com1%\Dispatch\TransportationInisght-CHTL\Prod\Inbound\,outbox\,ftpMG.chtl.net,Cary Prod1,Transportation Insight
TransportationInsight - CHTL,DellInput Push,FTP Pull/Push,['N/A'],%com1%\Dispatch\TransportationInisght-CHTL\Prod\Inbound\,outbox\,ftpMG.chtl.net,Cary Prod1,Transportation Insight
TransportationInsight - CHTL,DocLink Pull,FTP Pull/Push,['N/A'],%com1%\Dispatch\TransportationInisght-CHTL\Prod\Inbound\,outbox\,ftpMG.chtl.net,Cary Prod1,Transportation Insight
TransportationInsight - CHTL,CarmaExtract Push,FTP Pull/Push,['N/A'],%com1%\Dispatch\TransportationInisght-CHTL\Prod\Inbound\,outbox\,ftpMG.chtl.net,Cary Prod1,Transportation Insight
TransportationInsight - CHTL,Enterprise Extract,FTP Pull/Push,['N/A'],%com1%\Dispatch\TransportationInisght-CHTL\Prod\Inbound\,outbox\,ftpMG.chtl.net,Cary Prod1,Transportation Insight
TransportationInsight - CHTL,DataWarehouse Push,FTP Pull/Push,['N/A'],%com1%\Dispatch\TransportationInisght-CHTL\Prod\Inbound\,outbox\,ftpMG.chtl.net,Cary Prod1,Transportation Insight
TransportationInsight - CHTL,CarrierInv Pull,FTP Pull/Push,['N/A'],%com1%\Dispatch\TransportationInisght-CHTL\Prod\Inbound\,outbox\,ftpMG.chtl.net,Cary Prod1,Transportation Insight
TransportationInsight - CHTL,CHTLDW Push,FTP Pull/Push,['N/A'],%com1%\Dispatch\TransportationInisght-CHTL\Prod\Inbound\,outbox\,ftpMG.chtl.net,Cary Prod1,Transportation Insight
TranstarDDI,myMailbox,FTP Pull/Push,['N/A'],%com1%\CustomerData\TranstarIndustries\Queue\DDI\,%com1%\Dispatch\Transtar\Prod\Outbound\DDI\,www.ddifiles.com,Cary Prod1,Transtar
Transway - Transplace,Transway to Transplace Pull/Push,FTP Pull/Push,['N/A'],\\com1\CustomerData\CowanSystems\Queue\,\\com1\Dispatch\Transway-Transplace-CWNW\Prod\Outbound\,partner.transplace.com,Cary Prod1,Transplace
Transway-UHaul,cwnw,FTP Pull/Push\Transway Solutions,['N/A'],%com1%\Dispatch\Transway-UHaul\Prod\Inbound\,%com1%\Dispatch\Transway-UHaul\Prod\Outbound\,partnertest.transplace.com,Cary Prod1,Transway Solutions (Cowan Systems)
Transway,Sabert Pull/Push2,FTP Pull/Push,['N/A'],F:\VLTrader\,F:\VLTrader\,ftp.sabert.com,Cary Prod1,Transway Solutions (Cowan Systems)
Trendset - Aeronet,Trendset - Aeronet Pull,FTP Pull/Push\Trendset,['N/A'],%com1%\Dispatch\Aeronet\Prod\Inbound\,outbox\,FTP.shiptsg.com,Cary Prod1,Trendset (a.k.a. AFS)
Trendset - BelnickInc,Trendset - BelnickInc Push/Pull,FTP Pull/Push\Trendset,['N/A'],%com1%\Dispatch\BelnickInc\Prod\Inbound\,%com1%\Dispatch\BelnickInc\Prod\Outbound\,ftp.shiptsg.com,Cary Prod1,Trendset (a.k.a. AFS)
Trendset,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\Trendset\Test\Inbound\,%com1%\Dispatch\Trendset\Test\Outbound\858\,ftp.afsvista.net,Cary QA,Trendset (a.k.a. AFS)
Trinity Transport,myMailbox,AS2 Customers,['N/A'],%miacom1%\customerdata\TrinityTransport\QA\Queue\,%miacom1%\dispatch\TrinityTransport\Test\Outbound\,as2.trinitylogistics.com,MIA QA,Trinity Transport
TrinityTransport-OBerk,Trinity OBerk,FTP Pull/Push,['N/A'],%atlfs1%\customerdata\TrinityTransport-OBerk\Queue\,%atlfs1%\Dispatch\TrinityTransport-OBerk\Prod\Outbound\,publicftp.trinitylogistics.com,ATL Prod,O'Berk Company
TrueHaul-FTP Push,TrueHaul,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
TSGT - BarS,BarS Push/Pull,FTP Pull/Push\Transplace,['N/A'],%cryfs1%\Dispatch\Transplace-BarS\Test\Inbound\,%cryfs1%\Dispatch\Transplace-BarS\Test\Outbound\,testtransfer.sterlingtms.net,Cary QA,Transportation Solutions Group (3PLogic / TSG)
Tsunami Global Logistics LLC (CTM Logistics),Tsunami Global Logisitcs CTM Logistics,FTP Pull/Push\Transcore,['N/A'],inbox\,%com1%\Dispatch\CTMLogistics\Transcore\Outbound\,ftp.dat.com,ATL Prod,Transcore
TVQI-3RiversLogistics,myMailbox,AS2 Carriers,['N/A'],%COM1%\Dispatch\TVQI-3RiversLogistics\Prod\Inbound\,%COM1%\Dispatch\TVQI-3RiversLogistics\Prod\Outbound\,as2.1edisource.com,Cary Prod1,
Union Pacific - Transentric,UP - FTCCAPCON,FTP Pull/Push\Transentric,['N/A'],%com1%\Dispatch\UP-UnionPacific\Prod\Inbound\,%com1%\dispatch\UP-UnionPacific\Prod\Outbound\CapCon\,ftp.transentric.com,Cary Prod1,Unisource Worldwide
Unishippers NewOrleans-FTP Push,Unishippers NewOrleans,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
Unishippers-FTP Push,Unishippers,FTP Pull/Push\Transcore,['N/A'],F:\,%com1%\dispatch\UniShip-IllinoisSouth\Transcore\Outbound\,ftp.dat.com,ATL Prod,Transcore
Unisource - Transplace,Unisource - Transplace Push/Pull,FTP Pull/Push\Unisource,['N/A'],%atlfs1%\CustomerData\UnisourceWorldWide\Queue\,%atlfs1%\Dispatch\UnisourceWW\Transplace\Prod\Outbound\,partner.transplace.com,ATL Prod,Unisource Worldwide
Unisource-FTP Push,Unisource,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
Unisource-Veritiv-NewOCt232016,Unisource Veritiv,AS2 Customers,['N/A'],%atlfs1%\Dispatch\Unisource-Veritiv\Prod\Inbound\,%atlfs1%\Dispatch\Unisource-Veritiv\Prod\Outbound\Test\,b2b.veritivcorp.com,ATL Prod,Unisource Worldwide
Unisource-Veritiv,UNISOURCEWW50T,AS2 Customers,['N/A'],%miacom1%\Dispatch\Unisource-Veritiv\Test\Inbound\,%miacom1%\Dispatch\Unisource-Veritiv\Test\Outbound\,gisstage.unisourcelink.com,MIA QA,Unisource Worldwide
UPRR-Amstan,UPRR-Amstan Push/Pull,FTP Pull/Push,['N/A'],%atlfs1%\CustomerData\Amstan\Queue\,%atlfs1%\dispatch\UP-UnionPacific\Prod\Outbound\AmStan\,ftp.transentric.com,ATL Prod,American Standard
UPRR,UPRR-Amstan Push/Pull,FTP Pull/Push,['N/A'],\\Com1\dispatch\UP-UnionPacific\Test\Inbound\,\\Com1\dispatch\UP-UnionPacific\Test\Outbound\,ftp.transentric.com,Cary QA,
UPRR,UPRR-RBFoods Push/Pull,FTP Pull/Push,['N/A'],\\Com1\dispatch\UP-UnionPacific\Test\Inbound\,\\Com1\dispatch\UP-UnionPacific\Test\Outbound\,ftp.transentric.com,Cary QA,
UPSF-UPS-GIC-MiddlewareDevelopment,myMailbox,SFTP Pull/Push,['N/A'],%Com1%\Dispatch\UPSF-UPS-GIC-MiddlewareDevelopment\Prod\Inbound\,%Com1%\Dispatch\UPSF-UPS-GIC-MiddlewareDevelopment\Prod\Outbound\,ftp2.ups.com,Cary Prod1,
UPSN,UPSN Push/Pull,FTP Pull/Push,['N/A'],%com1%\Dispatch\UPSN-UPSFRT\Prod\Inbound\,%com1%\Dispatch\UPSN-UPSFRT\Prod\Outbound\,165.251.36.131,Cary Prod1,
US Cold Storage-FTP Push,Capital Transportation Solutions,FTP Pull/Push\Transcore,['N/A'],F:\,%atlfs1%\dispatch\Carma\Transcore\USColdStorage\Prod\Outbound\,ftp.dat.com,ATL Prod,Transcore
USColdStorage-Sand Box,myMailbox,FTP Pull/Push,['N/A'],%com1%\dispatch\USColdStorage\Test\Inbound\,%com1%\dispatch\USColdStorage\Test\Outbound\,72.164.17.72,Cary QA,US Cold Storage
USColdStorage,myMailbox,FTP Pull/Push,['N/A'],%com1%\dispatch\USColdStorage\Prod\Inbound\,%com1%\dispatch\USColdStorage\Prod\Outbound\,72.164.17.72,Cary Prod1,US Cold Storage
USCP-USColdStorage,myMailbox,AS2 Carriers,['N/A'],%com1%\Dispatch\USCP-USColdStorage\Test\Inbound\,%com1%\Dispatch\USCP-USColdStorage\Test\Outbound\,as2.uscold.com,Cary QA,US Cold Storage
USXI - Sterling,USXI - Sterling Push,FTP Pull/Push,['N/A'],inbox\,outbox\,209.95.232.130,Cary Prod1,US Xpress - XNS
Valmont - BFSE,Valmont - BFSE Push/Pull,FTP Pull/Push\Valmont,['N/A'],%com1%\Dispatch\BFSE-BigFreightSystems\Prod\Inbound\,%com1%\Dispatch\BFSE-BigFreightSystems\Prod\Outbound\,204.112.102.10,Cary Prod1,Valmont Industries
Valmont Irrigation Domestic,Valmont Irrigation Domestic,FTP Pull/Push\Valmont,['N/A'],%miacom1%\CustomerData\Valmont-Irrigation-Domestic\QA\Queue\,%miacom1%\Dispatch\Valmont-Irrigation-Domestic\Test\Outbound\,ftp.valmont.com,MIA QA,Valmont Industries
Valmont,Valmont Tubing Push/Pull,FTP Pull/Push\Valmont,['N/A'],%com1%\customerdata\ValmontIndustriesCorp\Queue\,%com1%\Dispatch\ValmontIndustries-Tubin\Prod\Outbound\,ftp.valmont.com,Cary Prod1,Valmont Industries
Valmont,Valmont Industries Push/Pull,FTP Pull/Push\Valmont,['N/A'],%com1%\customerdata\ValmontIndustriesCorp\Queue\,%com1%\Dispatch\ValmontIndustries-Tubin\Prod\Outbound\,ftp.valmont.com,Cary Prod1,Valmont Industries
Valmont,Valmont Industries Irrigation  Push/Pull,FTP Pull/Push\Valmont,['N/A'],%com1%\customerdata\ValmontIndustriesCorp\Queue\,%com1%\Dispatch\ValmontIndustries-Tubin\Prod\Outbound\,ftp.valmont.com,Cary Prod1,Valmont Industries
Valmont,Valmont Irrigation Domestic,FTP Pull/Push\Valmont,['N/A'],%com1%\customerdata\ValmontIndustriesCorp\Queue\,%com1%\Dispatch\ValmontIndustries-Tubin\Prod\Outbound\,ftp.valmont.com,Cary Prod1,Valmont Industries
Vantix Temp Test,myMailbox,AS2 Customers,['N/A'],%com1%\dispatch\VantixLogistics\TestTemp\Inbound\,%com1%\dispatch\VantixLogistics\TestTemp\Outbound\,b2btest.mclaneco.com,Cary QA,Vantix Logistics
Vantix,Vantix,AS2 Customers,['N/A'],%com1%\Dispatch\VantixLogistics\Prod\AS2Inbound\,%com1%\dispatch\VantixLogistics\Prod\Outbound\,b2b.mclaneco.com,Cary Prod1,Vantix Logistics
VATP-VATLogistics,XeroxCWIN,FTP Pull/Push,['N/A'],%com1%\dispatch\VATP-VATLogistics\Prod\Inbound\,%com1%\dispatch\VATP-VATLogistics\Prod\Outbound\,ftp.vatlogistics.nl,Cary Prod1,
VATP-VATLogistics,XeroxCWOUT,FTP Pull/Push,['N/A'],%com1%\dispatch\VATP-VATLogistics\Prod\Inbound\,%com1%\dispatch\VATP-VATLogistics\Prod\Outbound\,ftp.vatlogistics.nl,Cary Prod1,
VCPBTrans - CSX,myMailbox,FTP Pull/Push,['N/A'],%com1%\CustomerData\VCPB-CSX\QA\Queue\,%com1%\dispatch\VCPB-CSX\Test\Outbound\,ftp-b2bt.csx.com,Cary QA,
Versant Supply Chain-FTP Push,Versant Supply Chain,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
WAFG-WAFreightGroup,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\WAFG-WAFreightGroup\Prod\Inbound\,%com1%\Dispatch\WAFG-WAFreightGroup\Prod\Outbound\,ftp.wafreight.com.au,Cary Prod1,
Wagner Intl Paper,Wagner Intl Paper Push/Pull,FTP Pull/Push\Wagner,['N/A'],%com1%\Dispatch\Wagner-IntlPaper\Test\Inbound\,%com1%\Dispatch\Wagner-IntlPaper\Test\Outbound\,tp.uat.forestexpress.com,Cary QA,Wagner Industries
Wagner-FTP Push,Wagner,FTP Pull/Push,['N/A'],inbox\,outbox\,ftp.dat.com,ATL Prod,Transcore
Wagner,Wagner Push,FTP Pull/Push\Wagner,['N/A'],inbox\,%com1%\dispatch\Wagner\Test\Outbound\,wagftp.wagnerlogistics.com,Cary QA,Wagner Industries
WagnerIntlPaper,LIASONTEST,AS2 Customers\Wagner,['N/A'],%com1%\dispatch\Wagner\InternationalPaper\Test\Inbound\,%com1%\dispatch\Wagner\InternationalPaper\Test\Outbound\,tp.uat.forestexpress.com,Cary QA,Wagner Industries
WagnerIP,001316561T,AS2 Customers\Wagner,['N/A'],%com1%\dispatch\WagnerIntPaperAS2\Test\Inbound\,%com1%\dispatch\WagnerIntPaperAS2\Test\Outbound\,tp.uat.forestexpress.com,Cary QA,Wagner Industries
WagnerLogistics,ZZWAGNER,AS2 Customers\Wagner,['N/A'],%com1%\customerdata\WagnerIndustries\QA\Queue\,%com1%\Dispatch\Wagner\Test\Outbound\,wagas2.wagnerlogistics.com,Cary QA,Wagner Industries
Walmart Messages,Walmart Messages,SFTP Pull/Push,['N/A'],inbox\,%atlfs1%\dispatch\WalMart\Prod\Outbound\,161.170.244.51,ATL Prod,Walmart
Walmart Push,Walmart Push,SFTP Pull/Push,['N/A'],inbox\,%com1%\dispatch\WalMart\Prod\Outbound\,161.170.244.51,Cary Prod1,Walmart
Walmart-Langham,myMailbox,AS2 Customers,['N/A'],%com1%\customerdata\Walmart-Langham\QA\Queue\,%com1%\Dispatch\Walmart-Langham\Test\Outbound\,gem.wal-mart.com,Cary QA,Langham
Walmart-TAS,Walmart Tas,SFTP Pull/Push,['N/A'],%atlfs1%\Dispatch\Walmart-TAS\Prod\Inbound\,%atlfs1%\Dispatch\Walmart-TAS\Prod\Outbound\,prod3.enspirecommerce.com,ATL Prod,Walmart
WCNE-WesternCanadaExpr,myMailbox,FTP Pull/Push,['N/A'],inbox\,%com1%\Dispatch\WCNE-WesternCanadaExpr\Prod\Outbound\,ftpssl.gateway.inovisworks.net,Cary Prod1,
Weber Logistics AS2,Weber,AS2 Customers,['N/A'],%atlfs1%\customerdata\WeberLogistics\Queue\,%atlfs1%\dispatch\WeberLogistics\Prod\Outbound\,as3.weberdistribution.com,ATL Prod,Weber Logistics
Weber Logistics,Weber Logistics Pull,FTP Pull/Push,['N/A'],%atlfs1%\CustomerData\WeberLogistics\Queue\,outbox\,lvftp.weberd.com,ATL Prod,Weber Logistics
Werner-WENP-WMMI,myMailbox,AS2 Carriers,['N/A'],%com1%\Dispatch\WENP-Werner\Prod\Inbound\,%com1%\Dispatch\WENP-Werner\Prod\Outbound\,iex.werner.com,Cary Prod1,
WEXF-WorldWideExpress,SwiftLogistics,FTP Pull/Push,['N/A'],%com1%\Dispatch\WEXF-WorldWideExpress\Prod\Inbound\,%com1%\Dispatch\WEXF-WorldWideExpress\Prod\Outbound\,wexf.aljex.com,Cary Prod1,
WoodboltInternational,Woodbolt International,FTP Pull/Push,['N/A'],%atlfs1%\CustomerData\Nutrabolt\Queue\,%atlfs1%\dispatch\WoodboltInternational\Prod\Outbound\,ensur.woodbolt.com,ATL Prod,Woodbolt International
WOW-ForemostFarms,myMailbox,FTP Pull/Push,['N/A'],%com1%\dispatch\WOWLogistics-FFarms\Prod\Inbound\,%com1%\dispatch\WOWLogistics-FFarms\Prod\Outbound\,ftp.nte.com,Cary Prod1,WOW Logistics
WOWLogistics - LandOLakes,myMailbox,AS2 Customers,['N/A'],\\miacom1\dispatch\WOWLogistics-LOLakes\Test\Inbound\,\\miacom1\Dispatch\WOWLogistics-LOLakes\Test\Outbound\,e2net.staging.e2open.com,MIA QA,WOW Logistics
XNS-PE,XNS-PE Push,FTP Pull/Push\PostEverywhere,['N/A'],inbox\,%com1%\customerdata\USExpress\posteverywhere\,ftp.posteverywhere.com,Cary Prod1,PostEveryWhere
Yusen Transcore Push,Yusen,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,na-ftp.dat.com,ATL Prod,Transcore
Yusen,Yusen,AS2 Customers,['N/A'],%miacom1%\CustomerData\Yusen\QA\Queue\,%miacom1%\Dispatch\Yusen\Test\Outbound\,qab2b.us.yusen-logistics.com,MIA QA,Yusen
YUSENLOG-RailInc,Yusen RailInc,FTP Pull/Push,['N/A'],%atlfs1%\CustomerData\Yusen\Queue\,%atlfs1%\Dispatch\Yusen-Railinc\Prod\Outbound\,mft.railinc.com,ATL Prod,Yusen
Zenith-hecny,Zenith Pull,FTP Pull/Push\Zenith,['N/A'],%com1%\dispatch\HecnyGroup\Prod\Inbound\,outbox\,crm.hecny.com,Cary Prod1,Zenith Companies
